,castTotalLikes,directorLikes,actor1likes,movieLikes,fbPosters,year,duration,genre,contentRating,criticReviews,userReviews,userVotes,rating
3625,12897,52,10000,13000,1,2014,112,7,3,163,99,32382,7.0
3626,1582,263,967,0,0,2010,91,2,0,248,144,40618,7.0
3627,5185,13,3000,0,1,2003,98,7,3,39,158,12675,6.3
3628,1836,57,727,10000,0,2015,95,6,3,322,125,28845,7.1
3629,1665,0,740,255,0,2006,88,4,3,50,56,5494,5.6
3630,3382,0,578,0,0,2014,99,2,0,12,56,1900,4.4
3631,648,0,387,0,0,1996,91,4,3,83,184,54478,7.1
3632,13718,18000,10000,225,3,1996,97,6,3,37,69,6632,6.1
3633,6,239,6,489,0,2008,118,6,3,121,22,3329,7.5
3634,498,0,311,274,1,1980,94,2,3,24,27,1599,7.2
3635,2958,27,948,49000,1,2010,89,4,3,324,200,127842,7.6
3636,4987,6,3000,777,0,2008,90,2,1,27,15,1560,7.3
3637,538,5,197,44,1,1947,95,1,7,9,23,989,6.2
3638,3207,204,1000,69,3,1998,90,2,3,31,28,1884,6.2
3639,2984,3,889,174,0,2004,95,4,3,35,66,4041,4.6
3640,408,0,343,559,0,2007,90,6,3,133,108,8824,6.2
3641,1789,34,811,40,0,2004,103,5,3,13,44,1207,3.3
3642,117,110,46,0,0,2015,91,11,3,56,55,7888,4.2
3643,526,57,331,0,0,2011,102,2,5,191,48,23756,7.2
3644,1258,46,570,639,0,2008,92,4,6,80,82,10056,6.2
3645,3724,65,866,887,1,2009,87,4,3,19,80,10734,6.1
3646,10727,799,3000,419,0,2006,80,3,3,19,47,4322,4.2
3647,1986,0,745,0,1,2014,105,4,3,44,60,12672,7.5
3648,2509,0,979,165,2,2014,67,3,1,3,1,83,6.7
3649,3514,7,989,0,7,2015,95,4,1,6,15,1091,5.1
3650,12676,261,12000,0,1,2014,94,2,3,64,47,6964,4.4
3651,1681,3,1000,190,3,2014,109,0,3,8,3,237,4.4
3652,5191,0,1000,2000,0,1977,130,0,1,64,153,15988,6.8
3653,46115,0,40000,0,7,2016,88,4,0,35,4,849,4.8
3654,92,44,61,1000,1,2006,113,4,3,99,27,6183,7.4
3655,3967,0,3000,0,0,1996,148,2,3,104,309,72443,8.0
3656,2363,58,874,10000,1,2011,107,11,3,195,112,46347,6.5
3657,2990,0,1000,0,0,2005,93,11,3,303,1516,138814,5.9
3658,3690,187,1000,750,0,2005,94,4,3,122,123,11202,6.8
3659,1520,337,982,14000,0,2011,121,2,3,359,219,68211,7.4
3660,2545,7,968,0,0,1988,118,8,3,130,69,4695,6.7
3661,11703,16,10000,864,0,2006,98,4,0,64,70,9611,6.8
3662,2469,0,927,0,2,2014,82,4,6,13,11,4247,5.4
3663,302,365,237,0,3,1986,101,4,9,159,258,19234,5.5
3664,2409,541,773,0,0,1973,106,7,3,54,106,13467,7.4
3665,34779,0,33000,30000,1,2013,90,6,3,440,475,83234,5.7
3666,2006,20,571,491,6,2011,87,4,3,4,12,1427,3.2
3667,18105,11,18000,2000,0,2004,105,2,0,96,182,18940,7.8
3668,2668,0,584,31,2,2007,89,16,3,8,8,436,5.3
3669,143,3,74,0,1,2010,100,4,3,87,21,6304,7.2
3670,15093,4,13000,0,1,2007,97,2,5,121,65,8867,5.9
3671,3113,37,801,0,0,1984,96,4,3,45,133,87739,6.7
3672,1662,116,1000,0,0,1980,104,1,3,36,140,50125,5.7
3673,1862,179,1000,0,4,1994,117,4,3,84,197,107923,7.1
3674,5002,143,1000,0,1,1982,90,4,9,118,228,71217,7.2
3675,588,1000,232,0,0,1956,115,1,6,42,115,13474,7.4
3676,26050,0,22000,0,0,2002,108,2,3,202,454,149528,7.7
3677,3668,0,3000,2000,0,1996,109,6,3,120,208,41138,7.4
3678,2235,0,1000,38000,0,2000,102,2,3,234,1916,573541,8.4
3679,496,9,188,501,2,1945,100,17,7,17,55,2756,7.1
3680,371,98,341,539,3,1998,115,2,0,35,40,2412,7.2
3681,2762,0,854,1000,0,1986,122,2,3,48,89,15175,7.5
3682,17040,219,15000,33000,1,2001,133,2,3,283,2110,580999,8.1
3683,793,5,274,0,6,2011,105,1,0,16,14,1592,6.0
3684,48,4,25,689,1,1997,122,6,3,54,68,9171,7.8
3685,2110,68,835,3000,0,2002,106,4,3,92,199,32357,6.8
3686,5041,377,1000,0,1,2009,98,4,3,159,37,5465,6.5
3687,907,0,717,4000,0,2005,112,6,3,202,131,53508,7.7
3688,29325,0,26000,0,1,2001,99,4,3,54,84,29463,6.5
3689,398,143,155,528,0,2006,110,0,3,98,26,6919,7.3
3690,1950,3,820,0,0,2011,102,0,3,92,40,7390,6.6
3691,131,187,129,0,1,2002,109,6,3,112,206,35464,7.9
3692,15860,0,14000,7000,1,2009,104,2,3,138,137,30836,5.9
3693,2176,869,888,32000,0,1975,133,2,3,149,760,680041,8.7
3694,20397,358,19000,224,3,2015,85,4,1,5,4,917,5.9
3695,2951,0,898,629,0,1976,87,4,1,39,61,12666,6.7
3696,3089,249,2000,0,1,2014,103,0,3,29,32,4952,5.8
3697,4810,63,2000,0,4,2012,112,0,3,111,99,16445,6.1
3698,1291,143,1000,0,6,2000,89,6,3,149,346,43135,7.3
3699,857,79,309,0,1,2010,124,0,3,90,25,13443,6.7
3700,497,51,446,0,1,2002,101,2,0,149,346,34232,7.6
3701,21404,456,20000,24000,4,2015,111,1,1,256,186,39975,5.8
3702,2553,197,755,0,0,2006,98,4,13,57,726,59254,5.2
3703,938,23,471,61,1,1997,93,4,0,50,48,3407,7.1
3704,206,335,114,0,0,2004,104,8,3,232,310,47097,6.5
3705,2412,277,1000,0,0,1992,112,6,3,63,148,41361,7.3
3706,582,84,110,0,0,1981,94,4,3,75,152,31260,6.2
3707,1951,0,648,0,0,2009,90,11,3,274,159,17478,5.0
3708,403,0,125,0,5,1968,96,2,6,284,580,87978,8.0
3709,32015,0,19000,17000,0,2003,101,2,3,265,1848,321283,7.8
3710,12691,11000,11000,0,0,1977,93,4,1,154,491,192940,8.1
3711,825,309,232,625,0,1952,152,2,5,44,107,9456,6.7
3712,26489,0,23000,51000,0,2014,150,0,0,314,657,128694,6.1
3713,13707,395,13000,0,1,2001,112,2,3,153,522,71495,7.1
3714,1885,9,584,22000,2,2015,95,2,0,256,200,30219,5.6
3715,14823,81,12000,0,0,1995,111,2,3,123,286,93894,7.6
3716,2020,228,431,0,0,1985,108,4,3,203,300,39857,7.3
3717,1218,0,597,661,2,1974,105,4,1,34,50,9007,7.3
3718,4807,357,3000,8000,1,2015,91,5,3,149,131,27198,4.6
3719,986,82,746,283,0,1956,105,2,7,20,35,3102,6.8
3720,18645,450,14000,16000,1,2010,106,4,3,323,291,110616,7.1
3721,837,0,355,27000,0,1988,93,11,3,172,333,73501,7.3
3722,1785,120,773,8000,0,1963,172,1,7,111,301,165638,8.3
3723,2649,0,847,2000,0,2004,109,4,6,74,486,12059,5.4
3724,46868,8,45000,0,0,2013,93,2,0,161,68,13506,4.0
3725,673,0,230,92000,0,2014,165,2,3,548,836,266020,8.0
3726,20132,11000,19000,0,0,2006,96,4,0,177,248,66840,6.7
3727,2776,13000,1000,0,0,2001,119,0,0,230,1368,177729,5.7
3728,955,69,522,842,2,2001,93,4,3,27,38,5612,4.6
3729,3354,69,939,118,1,2000,82,4,3,22,10,1415,4.0
3730,3086,47,658,762,1,2003,101,6,3,157,215,28714,7.0
3731,1652,1000,862,0,2,1961,120,2,7,70,121,12981,7.4
3732,50831,5,49000,576,0,2006,81,6,3,125,156,13086,5.9
3733,1002,7,584,138,0,1995,82,4,3,10,37,2129,4.6
3734,2537,0,798,0,2,2010,107,11,3,160,136,16411,4.8
3735,954,171,382,11000,0,2007,105,2,3,300,308,120189,7.5
3736,4073,89,986,0,2,2014,86,4,3,69,48,14621,4.7
3737,19928,675,16000,0,2,2002,110,4,3,143,425,44339,6.7
3738,753,13000,204,414,0,1969,127,2,12,50,89,12677,6.3
3739,1566,0,812,931,0,2006,90,4,3,46,58,19622,6.0
3740,7921,99,4000,0,6,1995,110,4,3,51,177,78241,6.7
3741,2251,30,769,15000,1,2002,104,4,3,163,390,67949,7.1
3742,972,2,960,131,1,2003,96,9,3,52,62,3611,2.7
3743,1966,0,721,816,0,1988,110,2,3,40,78,10073,7.3
3744,3559,378,925,0,0,1996,84,4,3,50,202,22697,7.6
3745,2662,24,834,309,3,1999,94,4,3,45,85,4377,5.8
3746,776,131,497,830,1,2007,93,4,3,121,76,16224,6.5
3747,1208,101,730,708,0,2005,96,4,3,114,91,18762,6.6
3748,4777,0,1000,16000,0,2011,88,0,3,270,287,53342,6.2
3749,1215,21,420,0,0,2005,101,1,1,116,151,20275,6.9
3750,48,330,48,26000,0,2011,102,9,0,115,69,22457,8.5
3751,1700,101,721,550,0,1987,87,1,3,15,35,2308,4.8
3752,2353,19,947,0,1,2011,83,2,0,122,71,45293,6.6
3753,3408,5,1000,987,0,2015,103,2,3,35,20,4091,5.7
3754,3130,60,979,872,4,2002,99,2,3,41,113,8535,7.0
3755,4343,81,2000,111,0,1999,106,2,3,31,70,2877,5.4
3756,1298,227,690,12000,0,2012,115,2,5,332,110,29440,7.1
3757,13607,234,12000,11000,2,2013,117,2,3,232,118,36494,6.9
3758,975,13,419,167,3,1997,99,4,1,43,53,6705,6.6
3759,11083,212,10000,314,0,1987,102,6,3,68,38,2705,5.9
3760,2282,0,945,614,1,2000,85,4,6,51,93,4617,6.3
3761,2805,8,759,182,1,1999,86,4,3,33,31,2133,6.3
3762,824,45,623,0,0,2013,120,2,0,26,7,2112,7.7
3763,916,0,617,10000,0,2010,106,6,3,109,137,34224,7.0
3764,1403,272,736,132,4,2000,103,4,3,34,26,1398,6.3
3765,643,12,578,108,1,1998,93,4,3,31,26,811,5.9
3766,25269,105,18000,0,0,2013,112,2,3,141,87,23334,6.2
3767,5796,137,4000,98,0,1998,100,4,3,19,40,1555,5.0
3768,387,58,331,0,1,2002,113,4,3,64,38,9913,7.7
3769,1038,53,530,0,1,2010,98,2,3,215,141,34263,6.5
3770,20135,19,18000,161,1,1997,92,7,3,12,28,1686,5.8
3771,629,19,585,278,2,2014,106,2,6,70,10,1738,6.1
3772,10984,8,3000,798,4,2011,119,4,3,46,42,3297,6.0
3773,2631,7,762,0,1,2011,99,0,3,135,97,22220,6.3
3774,1298,165,686,688,0,2003,90,4,3,38,50,5137,6.3
3775,1541,0,713,0,0,1972,168,2,1,34,129,6303,7.6
3776,242,55,223,657,3,2012,93,2,3,36,20,2086,5.2
3777,457,177,431,279,1,1930,96,2,11,35,53,3753,7.8
3778,2651,21,763,0,2,2016,93,11,3,39,29,4146,4.7
3779,644,18,399,0,1,2009,84,11,3,182,104,27781,6.7
3780,609,548,166,531,0,2012,81,11,3,14,21,1561,4.2
3781,1932,4,637,170,2,2012,84,4,13,3,4,1929,6.3
3782,1150,103,544,365,1,2014,94,1,1,3,15,724,4.7
3783,13391,335,11000,0,2,2016,141,1,0,1,1,67,6.0
3784,1238,160,559,2000,0,1966,120,7,7,62,167,23713,7.9
3785,5987,0,3000,17000,0,1976,121,2,3,161,317,103493,8.1
3786,1862,149,503,16000,1,1939,226,2,2,157,706,215340,8.2
3787,1281,10,507,0,0,2014,104,7,0,31,10,1177,6.0
3788,2888,541,773,251,2,1965,152,1,7,53,67,5294,6.8
3789,3229,2,881,237,3,2009,92,2,3,1,6,257,7.3
3790,731,24,277,456,0,1950,107,7,11,21,90,3167,7.0
3791,1269,69,414,17000,0,2010,97,4,3,246,148,55982,7.3
3792,222,6,119,385,1,2005,115,2,3,42,35,2650,7.5
3793,2658,89,963,0,0,2009,95,4,3,78,90,31836,6.8
3794,282,136,89,359,0,1948,102,1,7,41,54,3258,7.1
3795,298,29,117,0,2,2009,99,2,3,61,14,3579,6.9
3796,5977,13,3000,0,0,2006,109,4,3,112,172,17770,6.9
3797,17151,174,14000,29000,3,2011,113,0,0,349,332,210548,6.9
3798,465,154,183,0,2,1969,113,2,9,88,334,76616,7.9
3799,2323,11,1000,0,3,1997,91,4,3,122,174,82232,7.2
3800,2726,104,628,16000,0,1980,88,4,1,134,427,160281,7.8
3801,2886,2,2000,358,3,2015,88,0,3,11,14,801,3.5
3802,3455,473,826,8000,1,1995,97,4,3,20,157,74626,7.3
3803,3036,117,851,0,2,1993,97,6,3,28,96,39508,7.5
3804,3617,10,3000,1000,0,1987,85,4,3,95,118,15956,6.0
3805,1970,541,575,357,2,1970,121,4,3,31,62,6350,7.3
3806,970,174,255,0,1,1967,134,7,7,79,128,19026,8.0
3807,646,160,157,930,0,1959,149,2,5,25,83,7071,7.6
3808,2402,22,606,470,1,1966,121,0,5,22,74,5941,7.0
3809,771,13000,195,0,0,1972,116,13,3,110,199,30982,7.5
3810,1122,22,648,43000,0,2015,92,11,3,425,452,66483,6.8
3811,987,0,625,280,2,1998,93,4,3,19,38,1721,3.9
3812,995,0,385,453,2,1996,96,4,3,43,98,13949,6.1
3813,4238,386,3000,0,2,1998,105,7,3,127,229,24977,7.5
3814,1044,195,827,33000,0,2009,129,2,3,262,231,131831,8.2
3815,1592,0,1000,3000,1,1985,87,11,6,184,419,49672,7.2
3816,836,47,430,804,1,2008,94,11,3,33,52,4790,4.8
3817,1347,0,634,0,0,1987,37,4,9,252,537,113451,7.8
3818,2238,0,560,0,0,2001,81,0,0,31,131,11399,5.2
3819,3075,48,984,93000,0,2013,97,11,4,139,236,34532,3.3
3820,222,22,174,140,0,1998,106,2,3,39,494,1024,6.8
3821,44,12,29,38000,0,2010,103,4,0,337,199,54104,7.0
3822,3574,0,827,360,3,2006,101,4,3,30,24,1950,6.5
3823,2486,82,622,15000,4,2012,102,0,3,265,207,104072,5.7
3824,20009,9,11000,414,4,2005,98,4,3,50,53,7228,6.4
3825,6380,23,4000,1000,3,2004,91,0,0,50,135,12188,5.3
3826,1043,28,426,0,0,2016,105,0,0,9,15,342,4.7
3827,2406,6,922,18,6,1998,104,0,3,5,20,372,5.5
3828,5526,41,2000,5000,0,2013,148,0,0,44,55,30434,8.4
3829,854,892,603,721,1,2014,86,0,3,17,10,1285,3.3
3830,3854,14,2000,482,2,2014,92,0,5,7,10,1928,5.4
3831,1183,0,1000,606,1,2014,90,6,3,3,18,610,3.1
3832,2861,0,1000,0,0,1977,94,4,1,55,102,15115,6.7
3833,11218,10,11000,0,0,2005,80,9,2,169,331,45984,7.6
3834,22834,78,18000,21000,8,2011,107,7,3,290,225,92599,7.1
3835,320,0,141,224,1,2011,99,2,5,10,13,1262,6.1
3836,3608,0,1000,0,0,2008,92,4,3,159,72,28573,6.5
3837,26495,141,24000,129000,0,2014,107,2,3,535,731,399138,8.5
3838,1211,353,1000,28000,0,2002,135,6,3,214,749,533200,8.7
3839,1430,8,798,0,2,1999,99,4,3,47,160,19194,7.1
3840,1011,19,632,0,7,2012,102,7,0,17,13,2116,6.6
3841,11860,22,11000,799,0,2006,93,6,3,85,73,12304,6.7
3842,216,346,74,60000,1,2012,115,2,3,349,249,170155,8.3
3843,2076,84,662,18000,0,1983,94,4,1,109,458,104908,8.1
3844,2747,38,625,0,0,2006,91,2,0,60,174,9607,7.4
3845,1105,73,595,934,4,1982,98,0,3,101,75,6549,6.6
3846,2020,4,631,100,0,1999,92,2,3,16,18,704,6.4
3847,17,39,15,0,7,2008,128,2,0,212,86,29248,7.5
3848,2997,2000,917,13000,0,1968,136,2,3,215,447,140527,8.0
3849,2693,673,756,0,1,1962,113,2,7,107,214,53741,8.1
3850,1936,6,828,0,0,2009,99,2,0,122,70,29239,7.2
3851,308,13,280,0,0,2004,101,6,3,155,172,30474,7.5
3852,2016,101,1000,15000,4,2010,105,4,3,261,142,73349,7.2
3853,170118,38,164000,0,0,2005,95,0,3,130,252,25542,6.4
3854,3468,644,1000,0,6,1978,109,4,3,94,257,90177,7.6
3855,1198,82,387,0,2,1964,110,0,7,164,418,139432,7.8
3856,1962,43,691,0,0,2012,108,11,5,188,47,9356,5.7
3857,1844,964,488,41000,0,1946,118,2,1,206,706,275720,8.6
3858,3559,0,2000,21000,4,1996,94,2,3,134,514,469561,8.2
3859,1964,0,1000,290,0,2000,115,4,3,53,83,4687,6.6
3860,1081,21,438,14000,0,2010,98,11,3,264,359,82133,5.7
3861,1965,52,773,0,0,1998,91,4,1,94,213,21245,7.4
3862,1779,909,909,4000,2,2002,120,6,3,215,888,123090,8.0
3863,900,611,878,0,1,2014,109,2,0,85,20,2789,7.3
3864,1472,28,426,0,0,1985,87,8,3,138,327,43485,5.4
3865,1665,133,687,0,0,1985,117,2,6,55,94,29610,7.4
3866,3708,65,942,31000,0,2013,85,11,3,361,578,139329,5.7
3867,2239,301,1000,58000,0,2012,110,11,3,411,524,155153,6.8
3868,159,9,71,63,1,2002,113,7,3,24,35,1466,5.4
3869,649,174,253,0,0,1958,108,2,7,70,141,33741,8.1
3870,1186,57,220,0,0,1970,95,0,2,78,150,32378,6.1
3871,4277,188,2000,902,0,1997,98,4,1,35,34,12942,5.1
3872,373,8,88,38,0,2000,93,0,2,39,55,9066,5.6
3873,1862,41,956,0,0,1986,86,11,3,158,307,25332,5.9
3874,1035,767,682,0,2,1957,161,1,1,122,273,149444,8.2
3875,1441,32,610,710,1,1990,100,1,1,16,54,2580,5.3
3876,2811,13000,897,609,1,1976,120,4,1,67,111,15293,6.8
3877,1328,0,516,0,2,1960,125,4,7,183,241,109335,8.3
3878,2899,18,935,949,0,1993,91,8,3,112,317,19331,4.3
3879,70,13000,18,933,1,1966,128,13,7,64,137,18656,6.7
3880,2165,1000,989,635,0,2005,100,4,3,114,72,7721,7.2
3881,14696,85,13000,0,2,2015,84,16,3,246,88,27650,6.9
3882,1163,78,685,889,0,1985,97,4,3,7,16,1361,6.6
3883,4815,23,1000,545,3,2009,84,0,3,49,20,8265,5.9
3884,1444,174,556,808,1,1960,146,2,7,42,81,7998,7.9
3885,3847,176,877,0,0,1961,186,2,5,73,176,44457,8.3
3886,1936,9,927,143,3,1999,94,4,3,16,8,1004,5.2
3887,2269,393,862,0,0,1948,126,0,7,91,162,21316,7.8
3888,2321,18,939,837,0,2006,99,4,0,37,101,8279,3.0
3889,328,0,140,62000,1,2013,109,2,3,405,270,95362,7.9
3890,1389,4,641,491,1,1987,95,4,1,29,65,8465,3.2
3891,1395,152,674,812,1,1988,97,0,3,81,100,9502,6.5
3892,3049,78,912,187,0,2004,94,2,3,17,23,806,6.9
3893,2510,15,953,595,1,2002,90,4,0,75,109,6000,7.0
3894,1394,375,1000,0,0,2005,117,2,0,91,147,12560,7.8
3895,1616,70,883,1000,0,1999,96,4,3,82,161,14548,6.9
3896,858,0,472,131,1,2000,82,4,3,48,81,3665,4.4
3897,1292,300,729,0,0,1996,109,6,3,33,92,8239,6.0
3898,3692,132,1000,0,0,2010,90,4,3,133,53,9808,6.6
3899,1011,21,240,0,1,1971,89,14,2,104,349,128334,7.8
3900,1806,16,687,217,0,1993,98,8,3,22,49,3943,5.3
3901,1363,45,578,417,0,1997,95,4,3,30,49,8005,5.3
3902,1618,0,820,0,0,1978,94,2,1,112,181,37594,8.0
3903,12250,11,11000,430,2,2001,104,2,3,79,115,8603,7.1
3904,9555,18,3000,0,3,1999,87,4,3,49,183,18711,5.4
3905,11459,232,10000,0,4,1996,108,7,3,42,78,15885,6.9
3906,2260,387,962,11000,0,2012,86,4,3,345,139,43982,7.4
3907,278,151,113,0,1,2005,94,6,3,152,177,25063,7.3
3908,539,269,489,26,1,2003,89,4,3,23,14,761,6.6
3909,43810,0,40000,20000,0,2014,102,4,3,254,261,31089,5.4
3910,852,0,717,43000,0,2003,120,2,3,305,809,356181,8.4
3911,1567,13,439,0,0,2010,110,2,1,19,65,3942,6.3
3912,1249,59,694,37000,4,2011,86,0,5,272,230,37495,6.1
3913,1335,0,574,174,2,2016,101,0,3,5,8,368,5.0
3914,1663,9,904,0,1,1996,102,4,3,65,196,22246,6.9
3915,2715,84,702,76,0,2006,87,2,1,5,18,1289,7.2
3916,13636,121,13000,0,0,2009,123,2,5,248,112,47385,7.3
3917,2452,89,962,0,5,2011,99,4,0,152,54,7625,5.7
3918,8353,21,4000,0,3,2012,87,4,3,156,129,37156,5.3
3919,2330,40,912,47,2,2004,120,2,0,1,27,758,5.0
3920,1467,78,536,0,3,2012,93,4,3,82,71,7988,5.3
3921,3784,81,3000,0,1,2014,111,6,3,175,145,48562,6.0
3922,362,7,289,442,0,2004,98,4,3,40,56,11074,7.4
3923,4374,27,1000,348,1,2011,100,2,3,8,8,266,5.9
3924,1495,26,487,0,0,2009,88,11,3,63,48,4122,4.1
3925,1030,700,599,117,1,1999,97,4,3,20,25,1238,6.7
3926,4920,87,2000,0,4,2011,122,2,3,174,226,30511,5.8
3927,975,0,767,580,0,2009,86,2,3,90,31,2437,6.2
3928,4756,8,798,0,1,2015,83,11,3,58,39,7358,5.3
3929,313,0,231,48,1,2005,80,4,3,14,24,1257,3.3
3930,79957,13000,40000,24000,0,2010,108,1,1,451,736,306336,6.5
3931,1929,15,433,448,2,2009,96,2,3,21,14,2280,5.9
3932,7191,136,3000,0,2,2014,83,4,3,98,85,16987,5.5
3933,845,19,319,2000,0,2013,80,4,3,29,13,2978,2.6
3934,3666,2000,2000,6000,3,2011,90,0,3,23,30,13599,5.8
3935,2715,128,756,3000,0,1967,92,6,7,87,128,13640,7.4
3936,3024,39,1000,395,2,2014,95,2,3,7,15,976,4.8
3937,4092,9,904,398,4,2015,82,13,3,6,8,520,3.9
3938,4671,0,2000,56000,1,2015,105,2,1,343,323,103749,7.0
3939,1989,0,854,229,3,2009,94,0,3,11,14,706,6.2
3940,3648,7,2000,480,2,2010,95,4,3,34,20,3443,5.9
3941,167,179,119,0,0,1998,113,2,3,71,257,28951,8.0
3942,2167,964,931,612,2,1961,136,4,7,21,40,4313,7.3
3943,1231,39,267,88,8,2005,105,4,3,35,27,746,6.5
3944,2305,4,875,0,0,2010,93,9,0,73,23,5695,6.4
3945,673,503,264,7000,2,1976,107,8,3,154,310,80961,7.6
3946,923,192,447,0,1,2003,89,11,6,251,539,55040,6.8
3947,362,18,130,0,1,2010,90,4,0,57,32,4173,6.1
3948,964,6,679,369,0,2015,89,0,3,14,17,859,4.0
3949,727,153,275,0,1,2005,116,6,3,159,206,33567,7.4
3950,527,0,105,10000,2,1959,120,4,5,181,350,175196,8.3
3951,1855,152,935,0,0,1988,88,11,3,110,270,21359,5.3
3952,2509,149,695,14000,3,1939,102,1,11,213,533,291875,8.1
3953,2703,0,1000,14000,0,1974,106,4,1,129,315,112671,8.0
3954,1797,0,569,0,0,2007,95,11,3,280,332,40800,5.7
3955,1761,124,464,349,0,2006,144,4,0,15,106,27569,8.2
3956,787,9,402,381,1,1997,113,2,3,61,57,5744,7.1
3957,681,19,481,0,0,1979,118,1,2,33,90,8856,7.4
3958,197,0,122,77,0,2008,90,0,5,2,6,1828,5.7
3959,1949,673,756,573,1,1963,109,1,5,27,65,5786,6.9
3960,2555,149,760,116,0,1943,122,2,11,9,27,1553,7.0
3961,4701,0,1000,12000,0,1974,93,4,3,121,363,95294,7.8
3962,467,17,158,0,0,1984,97,11,3,166,326,29488,5.9
3963,205,84,88,17000,1,2013,82,2,0,269,123,34643,7.4
3964,1269,133,443,963,1,1987,140,2,3,29,69,10755,7.8
3965,2753,3,833,323,2,2006,86,4,3,20,53,6930,6.0
3966,52621,7,40000,1000,0,1999,109,2,3,107,260,45500,5.3
3967,179,147,52,0,1,2004,105,9,0,74,37,3849,7.9
3968,239,76,123,0,0,2007,66,11,3,173,124,40878,7.2
3969,1082,6,331,254,1,2007,100,11,3,66,47,5012,5.3
3970,2510,134,804,0,0,1952,103,4,7,169,568,150020,8.3
3971,3421,89,713,0,6,2013,86,4,3,129,107,34620,5.1
3972,1111,67,871,0,0,2012,87,9,1,30,199,9010,5.1
3973,3226,0,908,3000,0,2009,119,11,3,220,491,36372,4.9
3974,28713,15000,15000,0,6,1996,149,4,1,75,212,50311,6.9
3975,684,24,381,0,0,1982,98,11,3,162,532,28589,4.6
3976,2373,11,595,819,0,1971,98,0,2,74,92,23546,6.3
3977,1141,58,617,1000,0,1963,112,2,7,65,120,15277,7.9
3978,1385,15,1000,0,0,2013,75,4,3,26,30,6062,6.7
3979,19923,835,18000,0,2,1991,104,2,3,63,153,36996,7.1
3980,1655,0,625,0,3,2004,102,4,3,205,978,187595,7.6
3981,36,0,15,22000,1,1995,105,2,3,121,395,183288,8.1
3982,2125,7,745,500,1,1999,107,2,3,74,87,6221,7.0
3983,1396,13,643,774,0,2004,96,4,3,54,84,7776,7.6
3984,150,34,56,430,1,2007,101,2,0,80,29,2560,6.7
3985,1980,14,902,13000,3,2012,89,4,0,252,84,52509,7.1
3986,2972,148,900,0,1,2003,106,2,3,72,134,21202,7.6
3987,10040,53,8000,10000,1,2013,95,4,3,220,178,105591,7.1
3988,338,119,334,24000,1,2008,101,4,3,197,345,52286,7.7
3989,1252,9,860,588,0,2008,112,9,5,14,34,578,7.6
3990,4730,43,989,0,0,2004,92,4,0,191,392,185345,6.7
3991,1491,0,640,140,1,2006,100,4,0,18,18,806,5.7
3992,210,0,191,0,0,2010,80,9,3,28,30,1138,7.1
3993,1739,8,611,0,2,2008,106,4,0,22,26,4820,6.2
3994,163,24,127,560,0,2000,103,11,3,62,110,10220,6.1
3995,862,8,426,0,0,2008,90,2,0,47,40,5699,5.9
3996,4590,571,2000,19000,0,2010,96,4,3,238,203,61787,6.8
3997,2579,20,794,190,2,2010,89,4,14,2,7,858,5.8
3998,3157,2,968,0,0,2015,87,4,5,95,23,3119,5.0
3999,5963,0,1000,352,10,1996,120,2,3,28,35,4100,6.8
4000,2306,9,973,250,0,2006,101,2,0,25,90,4057,5.1
4001,1490,406,586,79000,0,2006,84,1,3,121,434,108052,6.6
4002,881,0,490,0,0,2015,110,6,3,10,26,1510,5.0
4003,3282,222,1000,11000,0,2006,101,6,6,172,192,99177,7.7
4004,3132,15,844,0,0,2012,101,4,3,20,82,2753,3.1
4005,1627,24,675,144,2,1944,101,4,11,8,28,1079,6.5
4006,1668,29,847,566,0,2011,105,2,0,8,10,1015,3.9
4007,2580,23,982,500,0,1998,97,4,1,15,63,2189,6.8
4008,2329,24,960,438,3,1951,108,2,7,14,46,3538,7.0
4009,3586,535,1000,279,4,2010,95,2,0,12,9,440,5.9
4010,4385,14,2000,0,2,2014,108,13,3,48,28,6025,5.8
4011,12359,115,11000,0,0,1987,90,1,5,17,62,19650,7.3
4012,16,11,16,3000,0,1940,120,3,2,99,230,71321,7.8
4013,1196,607,813,0,0,1971,104,0,3,138,280,82476,7.8
4014,174,49,72,0,0,1982,91,11,3,235,372,31952,5.7
4015,170,13,42,1000,0,1985,92,11,3,160,342,22521,4.7
4016,2161,84,861,285,0,2007,117,2,0,18,29,1573,5.9
4017,6752,16,2000,13000,5,2015,120,2,0,11,63,4977,5.9
4018,1651,0,676,77,2,2008,90,13,3,11,9,1118,4.3
4019,1490,10,509,68,0,1945,119,2,11,7,29,1314,7.5
4020,3799,0,1000,452,2,2015,90,2,3,5,4,1351,4.8
4021,558,10,371,870,2,2007,90,0,3,95,46,5187,6.0
4022,1941,355,749,0,5,1946,172,2,5,97,235,40359,8.1
4023,3293,184,730,0,0,2001,115,7,3,76,336,29424,7.0
4024,155,16,117,0,0,2001,89,4,3,67,95,12244,7.6
4025,214,7,128,305,0,2015,125,6,3,4,1,22,7.2
4026,145,57,120,15000,0,2007,78,11,3,252,374,131462,7.5
4027,1456,92,559,0,0,1963,115,0,7,167,358,89403,7.5
4028,99,6,40,321,2,1989,96,0,3,49,40,4663,5.1
4029,11192,11000,11000,0,0,1973,89,4,1,66,128,33335,7.3
4030,1062,421,314,45000,0,2014,100,11,3,533,631,112899,6.9
